,Lengths,Names,,,,,,,Totaal,Percentage
110,38.68705929,0_0dfda9d00dd60e0f6fdcc61f8ff25e7a.mid,,,,,,,,
111,133.3402244,0_0e11f28e722f3b7a8299bb9a9ba41ee8.mid,,,,,,,,
112,39.59895833,0_0e1b80f3f814c692cb664ffef8270167.mid,,,,,,,,
113,138.1854679,0_0e31be6f5cff495057277802a8c9cc31.mid,,,,,,,,
114,76.19288016,0_0e4fd834a105b40b699d8f5d1e06151c.mid,,,,,,,,
115,76.87988281,0_0eae0f1d1497e18736174ed78a4ea9a7.mid,,,,,,,,
116,39.53556122,0_0f02f4985e63e560ca35ba5a805814aa.mid,,,,,,,,
117,87.50260417,0_0f3c33a251481e14d5f058dddd77b21f.mid,,,,,,,,
118,131.3736952,0_0f44cf5273d7738844b0baea42c59202.mid,,,,,,,,
119,170.0052083,0_0f4c729eeb50a47bf74acc62fcd8818d.mid,,,,,,,,
120,40.31445313,0_0f854c47f6a0f086c35b8d103082b7c0.mid,,,,,,,,
121,192.7874375,0_0fa13b131d2aebb24e8e3250e99c6fe3.mid,,,,,,,,
122,180.0052083,0_0fab31e0b3aae984222693b85a7d980c.mid,,,,,,,,
123,45.00130208,0_0fb9bee72fbe09eea4578a4ee0e5718a.mid,,,,,,,,
124,85.38693384,0_0fbefae052067cd2b594dcddcd8adce7.mid,,,,,,,,
125,140.3153963,0_0fc7d28e941592d810efc61ae8c0691a.mid,,,,,,,,
126,37.75,0_0ff6b61f74ebd91bdd81220a08e2198b.mid,,,,,,,,
127,186.014444,0_100ae0220125f1ec9236c6a0227dfeb2.mid,,,,,,,,
128,95.00260417,0_1042267e9c56264e7ca70ecba0b6b76d.mid,,,,,,,,
129,44.49279915,0_105403ed94b069ddf7ff1f213e883584.mid,,,,,,,,
130,34.4152832,0_1077ac4e2e22666d6a797c94e04feadc.mid,,,,,,,,
131,93.10607396,0_1098d6b8baf12ba0a4a661e65a0f5ae2.mid,,,,,,,,
132,600.0166667,0_10bacadad949d4f6821f2f66723d823b.mid,,,,,,,,
133,44.00104167,0_10d53c665d124b56ae3a5926d1ed080a.mid,,,,,,,,
134,41.25130208,0_10de84b47bf6054822986845e5879ec2.mid,,,,,,,,
135,49.68847656,0_10f0a07ead0ee46ba4287db7f86b6324.mid,,,,,,,,
136,95.45681742,0_112b741e7d950ff8d1fbf5878f31dadf.mid,,,,,,,,
137,42.6927269,0_11616e428ebb9156f6d65d9b61d64905.mid,,,,,,,,
138,46.25130208,0_117a1a55cd531c4336dea8ae251e5b76.mid,,,,,,,,
139,46.25130208,0_11bea079e9b713cf475e84fd2aee7811.mid,,,,,,,,
140,778.8132783,0_11e16ec1288089bb97d8a07a2f729911.mid,,,,,,,,
141,170.4580511,0_120e05030704ab38897093e62d6bceca.mid,,,,,,,,
142,86.75068506,0_1218dcde689254b05b1d9b6c6a643f6d.mid,,,,,,,,
143,78.36991102,0_1224fc18c049b8124e0c98cf8234509f.mid,,,,,,,,
144,75.003125,0_12346561a15665f434e8cc3c36f21d11.mid,,,,,,,,
145,110.0052083,0_127cdcc5289a375c9664793cac295650.mid,,,,,,,,
146,93.55170521,0_12b39b139470a4b42666e0a2c3ad37d5.mid,,,,,,,,
147,134.741282,0_12d3ef7046783f1fba07da859511fb41.mid,,,,,,,,
148,35.00131871,0_130266280a891ea0428b1a016259e9b5.mid,,,,,,,,
149,36.66666667,0_1315490b4f2942c1d05e5026453e4227.mid,,,,,,,,
150,33.42943086,0_134f962a9ef346e8132828cb4a69d6f3.mid,,,,,,,,
151,88.42420947,0_1358c1eb7e3e0ed245cd8b6d8025c0c6.mid,,,,,,,,
152,46.60343699,0_1375f396f3b8a8617c4df261aa471a6f.mid,,,,,,,,
153,175.0052083,0_1381282add1ef74d94c5305d6cafdd95.mid,,,,,,,,
154,147.6970957,0_139104eb7aa96b3780f68a39668bdf18.mid,,,,,,,,
155,38.49287449,0_13ae39ff175689e403884c14a6d4725e.mid,,,,,,,,
156,46.00104167,0_13bba6d52efba6bf0658dc166d17a90d.mid,,,,,,,,
157,92.70251184,0_13cd1901d5c673e830979632319cecdc.mid,,,,,,,,
158,32.49333872,0_13d0f2d65c34c2eb217de8ecf7213565.mid,,,,,,,,
159,95.77153884,0_13ec87e25d1837b9e0646c1b9af25bd8.mid,,,,,,,,
160,189.1372535,0_13f41e3c854dabcd2b47bb14fc3dbbc8.mid,,,,,,,,
161,76.12403418,0_13f6261a92803202dd84b9c4fad438e0.mid,,,,,,,,
162,81.41478772,0_142cfc4e12997d9d89f4e99b6996c51e.mid,,,,,,,,
163,35.156913,0_143a2a24dc8eed1041c82ebc43e058f8.mid,,,,,,,,
164,38.12742412,0_1455ac3aa92de13a963ab98af9dc2e05.mid,,,,,,,,
165,148.7480674,0_1492ff59ee7ff2d1c97d19dad02d2a4a.mid,,,,,,,,
166,165.9368299,0_1498b691e4b46b326223f4af09b95f7e.mid,,,,,,,,
167,87.50260417,0_14d29509b56dfd96db9b9ec2c13efbf4.mid,,,,,,,,
168,70.13385844,0_150ebfed5c3d8609afb1b8ec89eb8a51.mid,,,,,,,,
169,84.85627645,0_15210ed3772ce970fed9ad2fa2c932f6.mid,,,,,,,,
170,92.96210141,0_154057611c0d6eb553f803dc71dea361.mid,,,,,,,,
171,92.70251184,0_15601707ce9628a6e9968de6a2a3b45f.mid,,,,,,,,
172,128.0054275,0_156fdc0dd10bd020e48bfddc7af797f8.mid,,,,,,,,
173,76.05806056,0_15733504eacf30badc8789ff24554757.mid,,,,,,,,
174,85.00260417,0_15922dcf562a831444bbb1b00667f6ea.mid,,,,,,,,
175,44.38935689,0_15c6c66fcf8c5d1bd419a1134a7d1468.mid,,,,,,,,
176,144.005,0_15cde053a401a556a9a3fd7df7d4477e.mid,,,,,,,,
177,35.59174885,0_15d9de5f07864cc42987450dcde648f6.mid,,,,,,,,
178,576.0166667,0_15e20406d3a5e0e993e378dd331b43d5.mid,,,,,,,,
179,116.0041667,0_15e27fb2742841a1dc10c3dd8f785bd4.mid,,,,,,,,
180,49.5665637,0_15e333b7e68d6f2bca595ea1058a261e.mid,,,,,,,,
181,46.28481229,0_15fbf154492c6f60db4dade71a7023b7.mid,,,,,,,,
182,147.6956565,0_15fff1fcd2b28872fb260954776acbd5.mid,,,,,,,,
183,75.12400252,0_1602b183619e0aaf4316cb062b1ef7f1.mid,,,,,,,,
184,72.003125,0_161be69513b1d3f5197e85ca24af4012.mid,,,,,,,,
185,78.4282855,0_163238c3763f18fe5d7ce47e1efa6519.mid,,,,,,,,
186,145.4640297,0_164e8c8be92c49f30e7379afaf1cbe71.mid,,,,,,,,
187,178.2178879,0_164f8e94f65c738984a95d2fd7b4cac2.mid,,,,,,,,
188,140.0052083,0_165d6f560f1e56b5f72c5d1814a6af4a.mid,,,,,,,,
189,153.6660919,0_1661d5d1c10a5b1b4cea0cea19ed3daa.mid,,,,,,,,
190,46.78874843,0_1677924fe259ee3e061dc4914667da67.mid,,,,,,,,
191,38.75130208,0_168e38a203ba9cdd9c20b60456e40b3f.mid,,,,,,,,
192,39.53086259,0_169e037b1f5bb5aff1af6551baac890e.mid,,,,,,,,
193,162.9974592,0_16b276b4035f7b6d2e2d796199fb633f.mid,,,,,,,,
194,11.75833333,0_16c3c907a62efc94955250497a8e3828.mid,,,,,,,,
195,152.7348638,0_16f6987852981de9a0b20f3048edd054.mid,,,,,,,,
196,85.00260417,0_171d1e5ec2f258d9f527f6235644509f.mid,,,,,,,,
197,72.003125,0_1728d26e8818396ca6dad56780bff3ff.mid,,,,,,,,
198,73.0453556,0_178875a582e3836ee592d052e33047d8.mid,,,,,,,,
199,42.35857698,0_17d49e282c3b12b7296c5c0543674978.mid,,,,,,,,
200,36.46249853,0_17e1833a75c9fa07ca60a3567621bb05.mid,,,,,,,,
201,89.78326102,0_17f8e6b8068397a6835295446dc6ef6a.mid,,,,,,,,
202,131.0416339,0_1810936debfeeeae9267b1cdab23651e.mid,,,,,,,,
203,362.8050149,0_1891d2167adfa0e74c19ad4edd936f25.mid,,,,,,,,
204,91.11333481,0_18ceed1b42cd655048adab2803b83100.mid,,,,,,,,
205,190.702405,0_18dc50766e392e75322247032b610543.mid,,,,,,,,
206,98.90443406,0_18e4a96cb2cb951d78e1fbfbb092d9a2.mid,,,,,,,,
207,50.00342222,0_18f6a738d32dd2b1cac159b228b85c1a.mid,,,,,,,,
208,155.0806142,0_190aeb2ffdb7dc24dfdf0fa03568313e.mid,,,,,,,,
209,43.33278986,0_190b4b045d5e62de5a38cdfac59bfc7a.mid,,,,,,,,
210,37.8142479,0_19118d9c9339747a4f6547304974be65.mid,,,,,,,,
211,156.2820699,0_1924656447e822cdc59cf25c9cf50986.mid,,,,,,,,
212,195.0052083,0_197587d4d94f95936ced24669c659ab2.mid,,,,,,,,
213,36.97599104,0_198c242dad2a442219463683abe602fd.mid,,,,,,,,
214,38.57229835,0_19a6e126f113945899a00fc3c2d4bdc9.mid,,,,,,,,
215,152.0041667,0_19f0ca88febea177a731de00610f4c8e.mid,,,,,,,,
216,81.003125,0_1a366c7eb1aecc63c15759af193a65f5.mid,,,,,,,,
217,92.31160641,0_1a52d0e4ff63a13fd99111d0ce8aaee5.mid,,,,,,,,
218,46.5015625,0_1aa168e303454742209dbf0766b80bc9.mid,,,,,,,,
219,92.96210141,0_1aa234989d62a1b931a0a64fbeaa424f.mid,,,,,,,,
220,44.38899437,0_1ac178f1115e8c99937c4ce1162e5072.mid,,,,,,,,
221,45.00130208,0_1ac4f9da340c6d76b9c07e26f57707f2.mid,,,,,,,,
222,40.27870201,0_1afd6d57d463d6ec19538e6f62c34ac0.mid,,,,,,,,
223,88.52975295,0_1b09892c50ec7fd34917184b460840bb.mid,,,,,,,,
224,50.00113371,0_1b934234c334b36de00d22af9d4c32aa.mid,,,,,,,,
225,157.1625334,0_1ba5c70a3ef8f292cac8f9dee8900e13.mid,,,,,,,,
226,77.65069647,0_1c37405a6e103137adda4e3499c2c35a.mid,,,,,,,,
227,152.0041667,0_1c3a33015ba57640c8e3dc830b734b95.mid,,,,,,,,
228,362.8050149,0_1c3bd0d40c51aafc60b86882b27bbd8f.mid,,,,,,,,
229,113.3402324,0_1c4dc90ff2556f46424b0a1e83ad43cc.mid,,,,,,,,
230,86.36837985,0_1c53ac0ae258a3ffcb863d21865b3250.mid,,,,,,,,
231,94.85513779,0_1c9c4d42ff6c794619ce2aef5a0d018f.mid,,,,,,,,
232,134.8579872,0_1cb5dede3a3d415ec3f4289808b50187.mid,,,,,,,,
233,132.4455886,0_1cb923739d338a343a1174098b3b5757.mid,,,,,,,,
234,24.63033977,0_1cddb3b2dcf902030ef1bde2d355d921.mid,,,,,,,,
235,148.0041667,0_1cfc8b631a0bcbd0ed2fabad5ab7647a.mid,,,,,,,,
236,37.50130208,0_1d2b92aa9e454280cca21fae99ebce8e.mid,,,,,,,,
237,90.91383485,0_1d480ccd5380ed1f77999e6f7530a617.mid,,,,,,,,
238,544.0166667,0_1d631482f54902f5d1779a7f278f25e4.mid,,,,,,,,
239,30.77053547,0_1d8532c72945e56e63fe544b6416d248.mid,,,,,,,,
240,30.60310757,0_1d874349d7d7328d92c2fa31279f4d23.mid,,,,,,,,
241,39.73081612,0_1dae0d354aa3c3157f12ecf84b01d697.mid,,,,,,,,
242,71.64549134,0_1dbcd2e2ba968cbd1f9cab03a81f2adb.mid,,,,,,,,
243,93.89546049,0_1df0300ff035f4da375cd12ac49dc29b.mid,,,,,,,,
244,138.5619226,0_1dfc52ec3f46f010442217bf95f6a12b.mid,,,,,,,,
245,39.796875,0_1e0f36ee70e624195641794bc1ec9398.mid,,,,,,,,
246,122.109698,0_1e27e25d95aa40fd1149314ac5260729.mid,,,,,,,,
247,43.79758597,0_1e282b4400264340bf49b9c40eab6ff2.mid,,,,,,,,
248,49.25487604,0_1e299c270da7ab1eca241bfe534be940.mid,,,,,,,,
249,70.86861063,0_1e5b5a43438a03afa07ef6b6b277d31d.mid,,,,,,,,
250,39.80729167,0_1e6e20f5c366a9a4daf90caccc10664d.mid,,,,,,,,
251,45.00115692,0_1e8ed6ab0ffbe1296abf1c80428db151.mid,,,,,,,,
252,37.66290877,0_1ea3ed4751e5457371a4c922e3b2935a.mid,,,,,,,,
253,86.36837985,0_1eb72f91b22401a4d6eb85d0044a4747.mid,,,,,,,,
254,89.65874195,0_1f209c4a4950dfa161daf213db6cc824.mid,,,,,,,,
255,144.015687,0_1f260afe7ac8244f22904f60d0cf4415.mid,,,,,,,,
256,46.05122053,0_1f36e970f8c6c679ea562f5d40211678.mid,,,,,,,,
257,34.7194454,0_1f647ac3f48c99fdb8e8a8625cc15342.mid,,,,,,,,
258,44.59595766,0_1f84499f5df924eb08c8116a5c8230a5.mid,,,,,,,,
259,36.121,0_1f9c2ca1b989ad24dffc8b665b21b868.mid,,,,,,,,
260,198.6249503,0_1fb7ae5a629e55b99fd15f2e43329d79.mid,,,,,,,,
261,88.81765592,0_1fc245d488b651528e28a3c00563e816.mid,,,,,,,,
262,189.2353877,0_2015501f25c35bea26ec500f076d05b5.mid,,,,,,,,
263,135.7304688,0_2022f4edd5104dc9240dca1b849f3d29.mid,,,,,,,,
264,70.86846063,0_202ae792b34501f0d5abb54588fc8519.mid,,,,,,,,
265,150.4033333,0_2075b4fd5bcc1a83b3d6e7fd8f2632e5.mid,,,,,,,,
266,41.13021008,0_209e0763629a75a3aedb64a1d0556114.mid,,,,,,,,
267,44.18666122,0_20b4b18be7494f306c4076b139d8aa3f.mid,,,,,,,,
268,90.91215656,0_20dc0b12c7b50fbe2b385baf82a6a018.mid,,,,,,,,
269,76.9484284,0_216b90b5046550549853771328ed8aea.mid,,,,,,,,
270,144.00625,0_21709dffe61a88e45cf10220cf9d8ccd.mid,,,,,,,,
271,37.0171875,0_21e82ea9195636a354f3b55fd8394d94.mid,,,,,,,,
272,60.00520833,0_2217a17e63a2880a33c027e3aa68beab.mid,,,,,,,,
273,35.59480148,0_223269fb186ced10a2b1c2ee158645f8.mid,,,,,,,,
274,44.38935689,0_2237c73f667689ef578f8a331db8a8fe.mid,,,,,,,,
275,32.30494178,0_223e903fc4f2384331ee18365c4dea04.mid,,,,,,,,
276,97.22156112,0_229bb363c36a50ce072e7f8abdd6fa08.mid,,,,,,,,
277,147.6970957,0_22a50ba84819ba26bc8721c1a7b1ff9d.mid,,,,,,,,
278,49.200625,0_22cd1771c1277404bb8a400572999db7.mid,,,,,,,,
279,181.2565104,0_22d10638402f34400751af5b3b26bd47.mid,,,,,,,,
280,45.65324224,0_22ec060f79a0a1b505ea5364806871b5.mid,,,,,,,,
281,36.53478489,0_22ee1379ab684a7dde7b467181d0031c.mid,,,,,,,,
282,94.9663482,0_231a2c9fbcb420bf523de5c1dcc9999b.mid,,,,,,,,
283,72.00171371,0_2329f83374b97bf935af6818ea5e364e.mid,,,,,,,,
284,28.61895294,0_23548f02dcf872bd2e29057b673904be.mid,,,,,,,,
285,149.3389636,0_2361e8c252af3ebd1cbb44e058e19a31.mid,,,,,,,,
286,78.36991102,0_236ae539d19dbc6e2dbbccfa2fd003fc.mid,,,,,,,,
287,37.17273608,0_239b4c9b563d1eaca7b96770e3fb11e5.mid,,,,,,,,
288,70.43750939,0_23b93613fdf94d75d75a26be0d31dff0.mid,,,,,,,,
289,37.74286806,0_23e56bc8ccc658d055a96b6791e41695.mid,,,,,,,,
290,45.94123789,0_24d8d52192fb0ee679fc7c66ae5186e6.mid,,,,,,,,
291,43.05571922,0_24f36ab6d272d2d2c7c9d584963f672d.mid,,,,,,,,
292,29.15943717,0_24f878b83e4a4b1115bed0196e0ee852.mid,,,,,,,,
293,44.44909468,0_25560867b1ab36a5c2c2137f79cc9b4d.mid,,,,,,,,
294,23.07421875,0_256c2c1c35fb1e8fa851f8a3d8564106.mid,,,,,,,,
295,47.72959242,0_257988d730dd7cf295478586f0f387b0.mid,,,,,,,,
296,77.65069647,0_2591e57a856c1073f99f5e0ac092efa0.mid,,,,,,,,
297,576.0166667,0_259eaf655876629d8931cd5aad37d87d.mid,,,,,,,,
298,33.2484375,0_25c9e09c3465d891fb6939c942608130.mid,,,,,,,,
299,197.7907446,0_25ce447e538d9a2cf95393b23753faa8.mid,,,,,,,,
300,49.47738924,0_25e86ebe78270f413114f953cd3b4cfb.mid,,,,,,,,
301,43.44029403,0_26637b61e69adb3befd315881a7c7c9f.mid,,,,,,,,
302,72.50260417,0_2665f7ef72b497ea92efae2aee736ac9.mid,,,,,,,,
303,39.89592645,0_26b392e0696829eba0f6ead4300fb4e3.mid,,,,,,,,
304,37.38372559,0_26d00704bfc39435318b8d8e1586a180.mid,,,,,,,,
305,141.6476047,0_26e5efe54f94badcf40d3613ea0e156a.mid,,,,,,,,
306,44.49279915,0_26fe9e8c05574593c8e3008c82db9950.mid,,,,,,,,
307,13.55445073,0_2752f8b3bd04a85c3a393f0ed18d9db9.mid,,,,,,,,
308,41.17798186,0_28174b21c1e10b51567095965278145d.mid,,,,,,,,
309,157.3966525,0_28329e4ff3f0dba12331303531b0e73b.mid,,,,,,,,
310,36.48729459,0_28390e7ada59550b5e019299732dd094.mid,,,,,,,,
311,188.5892071,0_283c554047389d8784e924e395ab3993.mid,,,,,,,,
312,191.309049,0_28630bac6febbe86ea21f22312427e06.mid,,,,,,,,
313,38.23431382,0_2891571b283454fd673c2b6629b09453.mid,,,,,,,,
314,38.41652299,0_2896851f8d9bb51242edc3712a5c85fe.mid,,,,,,,,
315,35.34111806,0_28985083e91ca3ecc5f9ef2704f2e3b5.mid,,,,,,,,
316,129.4178274,0_28a335de8bebaddf32b9a7995a4fdc4d.mid,,,,,,,,
317,350.2314939,0_28a573fe67d7bd3b23716ca593267289.mid,,,,,,,,
318,48.17736303,0_28dc9c2295bb1ad7b41fd8b2f624af07.mid,,,,,,,,
319,36.73666667,0_28e6bbd053c803be017d42dfba93a69d.mid,,,,,,,,
320,27.69471385,0_291c689108f59561b6e37a9aae91aa68.mid,,,,,,,,
321,96.00416667,0_29246bd031f5284da3f6e263b533260e.mid,,,,,,,,
322,148.9697183,0_296a5936e5dcba2a75e0125758fd60da.mid,,,,,,,,
323,33.52711154,0_29eda2c40e96d103439318a1ebcb491f.mid,,,,,,,,
324,96.30005802,0_2a0ea60f565092ca020251f4eb78119a.mid,,,,,,,,
325,46.87630208,0_2a1d1093548abc9ea79aa72c3f72e5c2.mid,,,,,,,,
